tc_id,title,source_sheet,source_row,area,menu_path,depth,entry_method,entry_evidence,text_input_required,focus_nav_required,mutation_suspected,baseline_screen_id,anchor_state,anchor_reason,confidence,recommended_probe
23.Settings#530.0,Settings / 접근성 - 색상 및 모션,23.Settings,599,접근성,설정 > 접근성 > 색상 및 모션 메뉴,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#531.0,Settings / 접근성 - 색상 및 모션,23.Settings,600,접근성,설정 > 접근성 > 색상 및 모션,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#532.0,Settings / 접근성 - 색상 및 모션,23.Settings,601,접근성,설정 > 접근성 > 색상 및 모션,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#535.0,Settings / 접근성 - 더 어둡게,23.Settings,604,접근성,설정 > 접근성 > 디스플레이 크기 및 텍스트 메뉴,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#536.0,Settings / 접근성 - 더 어둡게,23.Settings,605,접근성,설정 > 접근성 > 디스플레이 크기 및 텍스트 메뉴,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#537.0,Settings / 접근성 - 더 어둡게,23.Settings,606,접근성,설정 > 접근성 > 디스플레이 크기 및 텍스트 메뉴,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_PRIORITY_HIGH
23.Settings#538.0,Settings / 접근성 - 더 어둡게,23.Settings,607,접근성,설정 > 접근성 > 디스플레이 크기 및 텍스트 메뉴,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#539.0,Settings / 접근성 - 더 어둡게,23.Settings,608,접근성,설정 > 접근성 > 디스플레이 크기 및 텍스트 메뉴,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#540.0,Settings / 접근성 - 더 어둡게,23.Settings,609,접근성,설정 > 접근성 > 디스플레이 크기 및 텍스트 메뉴,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#541.0,Settings / 접근성 - 더 어둡게,23.Settings,610,접근성,설정 > 접근성 > 디스플레이 크기 및 텍스트 메뉴,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#543.0,Settings / 접근성 - 더 어둡게,23.Settings,612,접근성,설정 > 접근성 > 디스플레이 크기 및 텍스트 메뉴,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#544.0,Settings / 접근성 - 더 어둡게,23.Settings,613,접근성,설정 > 접근성 > 디스플레이 크기 및 텍스트 메뉴,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#545.0,Settings / 접근성 - 확대,23.Settings,614,접근성,설정 > 접근성,1,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,TARGET_REACHED,d1 target screen reached in baseline,0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#546.0,Settings / 접근성 - 확대,23.Settings,615,접근성,설정 > 접근성,1,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_accessibility,TARGET_REACHED,d1 target screen reached in baseline,0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#547.0,Settings / 접근성 - 확대,23.Settings,616,접근성,설정 > 접근성,1,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,TARGET_REACHED,d1 target screen reached in baseline,0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#548.0,Settings / 접근성 - 확대,23.Settings,617,접근성,설정 > 접근성,1,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,TARGET_REACHED,d1 target screen reached in baseline,0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#549.0,Settings / 접근성 - 확대,23.Settings,618,접근성,설정 > 접근성,1,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,False,settings_d1_accessibility,TARGET_REACHED,d1 target screen reached in baseline,0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#550.0,Settings / 접근성 - 확대,23.Settings,619,접근성,설정 > 접근성,1,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,False,settings_d1_accessibility,TARGET_REACHED,d1 target screen reached in baseline,0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#551.0,Settings / 접근성 - 접근성 메뉴,23.Settings,620,접근성,설정 > 접근성 > 접근성 메뉴,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#552.0,Settings / 접근성 - 접근성 메뉴 - 허용,23.Settings,621,접근성,설정 > 접근성 > 접근성 메뉴,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#553.0,Settings / 접근성 - 접근성 메뉴 - 거부,23.Settings,622,접근성,설정 > 접근성 > 접근성 메뉴,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#554.0,Settings / 접근성 - 접근성 메뉴 - 설정,23.Settings,623,접근성,설정 > 접근성 > 접근성 메뉴,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#555.0,Settings / 접근성 - 접근성 메뉴 - 설정,23.Settings,624,접근성,설정 > 접근성 > 접근성 메뉴,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#556.0,Settings / 접근성 - 접근성 메뉴 - 설정,23.Settings,625,접근성,설정 > 접근성 > 접근성 메뉴,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#557.0,Settings / 접근성 - 접근성 메뉴 - 설정,23.Settings,626,접근성,설정 > 접근성 > 접근성 메뉴,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#558.0,Settings / 접근성 - 타이밍 제어,23.Settings,627,접근성,설정 > 접근성 > 타이밍 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#559.0,Settings / 접근성 - 타이밍 제어,23.Settings,628,접근성,설정 > 접근성 > 타이밍 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#560.0,Settings / 접근성 - 타이밍 제어,23.Settings,629,접근성,설정 > 접근성 > 타이밍 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#561.0,Settings / 접근성 - 타이밍 제어,23.Settings,630,접근성,설정 > 접근성 > 타이밍 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#562.0,Settings / 접근성 - 타이밍 제어,23.Settings,631,접근성,설정 > 접근성 > 타이밍 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#563.0,Settings / 접근성 - 타이밍 제어,23.Settings,632,접근성,설정 > 접근성 > 타이밍 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#569.0,Settings / 접근성 - 타이밍 제어,23.Settings,638,접근성,설정 > 접근성 > 타이밍 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#570.0,Settings / 접근성 - 타이밍 제어,23.Settings,639,접근성,설정 > 접근성 > 타이밍 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#571.0,Settings / 접근성 - 타이밍 제어,23.Settings,640,접근성,설정 > 접근성 > 타이밍 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#572.0,Settings / 접근성 - 타이밍 제어,23.Settings,641,접근성,설정 > 접근성 > 타이밍 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#573.0,Settings / 접근성 - 타이밍 제어,23.Settings,642,접근성,설정 > 접근성 > 타이밍 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#574.0,Settings / 접근성 - 타이밍 제어,23.Settings,643,접근성,설정 > 접근성 > 타이밍 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#575.0,Settings / 접근성 - 시스템 제어 기능,23.Settings,644,접근성,설정 > 접근성 > 시스템 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#576.0,Settings / 접근성 - 시스템 제어 기능,23.Settings,645,접근성,설정 > 접근성 > 시스템 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#577.0,Settings / 접근성 - 시스템 제어 기능,23.Settings,646,접근성,설정 > 접근성 > 시스템 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#578.0,Settings / 접근성 - 시스템 제어 기능,23.Settings,647,접근성,설정 > 접근성 > 시스템 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#579.0,Settings / 접근성 - 시스템 제어 기능,23.Settings,648,접근성,설정 > 접근성 > 시스템 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#580.0,Settings / 접근성 - 시스템 제어 기능,23.Settings,649,접근성,설정 > 접근성 > 시스템 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#581.0,Settings / 접근성 - 시스템 제어 기능,23.Settings,650,접근성,설정 > 접근성 > 시스템 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#582.0,Settings / 접근성 - 시스템 제어 기능,23.Settings,651,접근성,설정 > 접근성 > 시스템 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#583.0,Settings / 접근성 - 시스템 제어 기능,23.Settings,652,접근성,설정 > 접근성 > 시스템 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#584.0,Settings / 접근성 - 시스템 제어 기능,23.Settings,653,접근성,설정 > 접근성 > 시스템 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#587.0,Settings / 접근성 - 시스템 제어 기능,23.Settings,656,접근성,설정 > 접근성 > 시스템 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#588.0,Settings / 접근성 - 시스템 제어 기능,23.Settings,657,접근성,설정 > 접근성 > 시스템 제어,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#589.0,Settings / 접근성 - 진동 및 햅틱,23.Settings,658,접근성,설정 > 접근성 > 진동 및 햅틱,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#594.0,Settings / 접근성 - 진동 및 햅틱,23.Settings,663,접근성,설정 > 접근성 > 진동 및 햅틱,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#600.0,Settings / 접근성 - 진동 및 햅틱,23.Settings,669,접근성,설정 > 접근성 > 진동 및 햅틱,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#601.0,Settings / 접근성 - 진동 및 햅틱,23.Settings,670,접근성,설정 > 접근성 > 진동 및 햅틱,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#603.0,Settings / 접근성 - 실시간 자막,23.Settings,672,접근성,설정 > 접근성 > 실시간 자막,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_PRIORITY_HIGH
23.Settings#604.0,Settings / 접근성 - 실시간 자막,23.Settings,673,접근성,설정 > 접근성 > 실시간 자막,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_PRIORITY_HIGH
23.Settings#605.0,Settings / 접근성 - 실시간 자막,23.Settings,674,접근성,설정 > 접근성 > 실시간 자막,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#606.0,Settings / 접근성 - 실시간 자막,23.Settings,675,접근성,설정 > 접근성 > 실시간 자막,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_PRIORITY_HIGH
23.Settings#607.0,Settings / 접근성 - 실시간 자막,23.Settings,676,접근성,설정 > 접근성 > 실시간 자막,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_PRIORITY_HIGH
23.Settings#608.0,Settings / 접근성 - 실시간 자막,23.Settings,677,접근성,설정 > 접근성 > 실시간 자막,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_PRIORITY_HIGH
23.Settings#609.0,Settings / 접근성 - 실시간 자막,23.Settings,678,접근성,설정 > 접근성 > 실시간 자막,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#611.0,Settings / 접근성 - 실시간 자막,23.Settings,680,접근성,설정 > 접근성 > 실시간 자막,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_PRIORITY_HIGH
23.Settings#612.0,Settings / 접근성 - 실시간 자막,23.Settings,681,접근성,설정 > 접근성 > 실시간 자막,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_PRIORITY_HIGH
23.Settings#614.0,Settings / 접근성 - 자막 환경설정,23.Settings,683,접근성,설정 > 접근성 > 자막 환경설정,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#615.0,Settings / 접근성 - 자막 환경설정,23.Settings,684,접근성,설정 > 접근성 > 자막 환경설정,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#616.0,Settings / 접근성 - 자막 환경설정,23.Settings,685,접근성,설정 > 접근성 > 자막 환경설정,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#617.0,Settings / 접근성 - 자막 환경설정,23.Settings,686,접근성,설정 > 접근성 > 자막 환경설정,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#618.0,Settings / 접근성 - 자막 환경설정,23.Settings,687,접근성,설정 > 접근성 > 자막 환경설정,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
