tc_id,title,source_sheet,source_row,area,menu_path,depth,entry_method,entry_evidence,text_input_required,focus_nav_required,mutation_suspected,baseline_screen_id,anchor_state,anchor_reason,confidence,recommended_probe
23.Settings#392.0,Settings / 디스플레이 - 디스플레이 크기 및 텍스트,23.Settings,397,디스플레이,설정 > 디스플레이 > 디스플레이 크기 및 텍스트,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#393.0,Settings / 디스플레이 - 디스플레이 크기 및 텍스트,23.Settings,398,디스플레이,설정 > 디스플레이 > 디스플레이 크기 및 텍스트,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#394.0,Settings / 디스플레이 - 디스플레이 크기 및 텍스트,23.Settings,399,디스플레이,설정 > 디스플레이 > 디스플레이 크기 및 텍스트,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#395.0,Settings / 디스플레이 - 디스플레이 크기 및 텍스트,23.Settings,400,디스플레이,설정 > 디스플레이 > 디스플레이 크기 및 텍스트,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#396.0,Settings / 디스플레이 - 디스플레이 크기 및 텍스트,23.Settings,401,디스플레이,설정 > 디스플레이 > 디스플레이 크기 및 텍스트,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#397.0,Settings / 디스플레이 - 디스플레이 크기 및 텍스트,23.Settings,402,디스플레이,설정 > 디스플레이 > 디스플레이 크기 및 텍스트,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#401.0,Settings / 디스플레이 - 편안한 화면,23.Settings,406,디스플레이,설정 > 디스플레이 > 편안한 화면,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,False,settings_d1_display,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_INPUT
23.Settings#402.0,Settings / 디스플레이 - 편안한 화면,23.Settings,407,디스플레이,설정 > 디스플레이 > 편안한 화면,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_display,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#403.0,Settings / 디스플레이 - 편안한 화면,23.Settings,408,디스플레이,설정 > 디스플레이 > 편안한 화면,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_display,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_PRIORITY_HIGH
23.Settings#404.0,Settings / 디스플레이 - 편안한 화면,23.Settings,409,디스플레이,설정 > 디스플레이 > 편안한 화면,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_display,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#405.0,Settings / 디스플레이 - 편안한 화면,23.Settings,410,디스플레이,설정 > 디스플레이 > 편안한 화면,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_display,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_PRIORITY_HIGH
23.Settings#406.0,Settings / 디스플레이 - 편안한 화면,23.Settings,411,디스플레이,설정 > 디스플레이 > 편안한 화면,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_display,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#407.0,Settings / 디스플레이 - 편안한 화면,23.Settings,412,디스플레이,설정 > 디스플레이 > 편안한 화면,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_display,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_PRIORITY_HIGH
23.Settings#408.0,Settings / 디스플레이 - 화면 자동 회전,23.Settings,413,디스플레이,설정 > 디스플레이 > 화면 자동회전 설정,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_display,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_PRIORITY_HIGH
23.Settings#409.0,Settings / 디스플레이 - 화면 자동 회전,23.Settings,414,디스플레이,설정 > 디스플레이 > 화면 자동회전 토글 on/off icon,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_display,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#410.0,Settings / 디스플레이 - 화면 자동 회전,23.Settings,415,디스플레이,설정 > 디스플레이 > 화면 자동회전 토글 on/off icon,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_display,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#411.0,Settings / 디스플레이 - 화면 자동 회전,23.Settings,416,디스플레이,설정 > 디스플레이 > 화면 자동회전 토글 on/off icon,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_display,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#412.0,Settings / 디스플레이 - 화면 자동 회전,23.Settings,417,디스플레이,설정 > 디스플레이 > 화면 자동회전 토글on/off icon,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_display,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#414.0,Settings / 디스플레이 - 터치 민감도,23.Settings,419,디스플레이,설정 > 디스플레이 > 터치 민감도Tap,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_display,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_PRIORITY_HIGH
23.Settings#415.0,Settings / 디스플레이 - 화면 보호기,23.Settings,420,디스플레이,설정 > 디스플레이 > 화면 보호기,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,False,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#416.0,Settings / 디스플레이 - 화면 보호기,23.Settings,421,디스플레이,설정 > 디스플레이 > 화면 보호기,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#417.0,Settings / 디스플레이 - 화면 보호기,23.Settings,422,디스플레이,설정 > 디스플레이 > 화면 보호기,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#418.0,Settings / 디스플레이 - 화면 보호기,23.Settings,423,디스플레이,설정 > 디스플레이 > 화면 보호기,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#419.0,Settings / 디스플레이 - 화면 보호기,23.Settings,424,디스플레이,설정 > 디스플레이 > 화면 보호기,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#420.0,Settings / 디스플레이 - 화면 보호기,23.Settings,425,디스플레이,설정 > 디스플레이 > 화면 보호기,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#421.0,Settings / 디스플레이 - 화면 보호기,23.Settings,426,디스플레이,설정 > 디스플레이 > 화면 보호기,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#422.0,Settings / 디스플레이 - 화면 보호기,23.Settings,427,디스플레이,설정 > 디스플레이 > 화면 보호기,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#423.0,Settings / 디스플레이 - 화면 보호기,23.Settings,428,디스플레이,설정 > 디스플레이 > 화면 보호기,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#424.0,Settings / 디스플레이 - 화면 보호기,23.Settings,429,디스플레이,설정 > 디스플레이 > 화면 보호기,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#425.0,Settings / 디스플레이 - 화면 보호기,23.Settings,430,디스플레이,설정 > 디스플레이 > 화면 보호기,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#426.0,Settings / 디스플레이 - 화면 보호기,23.Settings,431,디스플레이,설정 > 디스플레이 > 화면 보호기,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#430.0,Settings / 디스플레이 - 화면 보호기,23.Settings,435,디스플레이,설정 > 디스플레이 > 화면 보호기,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#431.0,Settings / 디스플레이 - 화면 보호기,23.Settings,436,디스플레이,설정 > 디스플레이 > 화면 보호기,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#432.0,Settings / 디스플레이 - 화면 보호기,23.Settings,437,디스플레이,설정 > 디스플레이 > 화면 보호기,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#433.0,Settings / 디스플레이 - 화면 보호기,23.Settings,438,디스플레이,설정 > 디스플레이 > 화면 보호기,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#434.0,Settings / 디스플레이 - 화면 보호기,23.Settings,439,디스플레이,설정 > 디스플레이 > 화면 보호기,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#435.0,Settings / 디스플레이 - 화면 보호기,23.Settings,440,디스플레이,설정 > 디스플레이 > 화면 보호기,2,DEEPLINK_CANDIDATE,baseline launched android.settings.DISPLAY_SETTINGS (d1 candidate; leaf unconfirmed),True,False,True,settings_d1_display,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#436.0,Settings / 배경화면 및 스타일,23.Settings,441,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,False,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_PRIORITY_MEDIUM
23.Settings#437.0,Settings / 배경화면 및 스타일,23.Settings,442,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,False,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_PRIORITY_MEDIUM
23.Settings#438.0,Settings / 배경화면 및 스타일,23.Settings,443,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#439.0,Settings / 배경화면 및 스타일,23.Settings,444,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,True,False,False,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_INPUT
23.Settings#440.0,Settings / 배경화면 및 스타일,23.Settings,445,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,True,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#441.0,Settings / 배경화면 및 스타일,23.Settings,446,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,True,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#442.0,Settings / 배경화면 및 스타일,23.Settings,447,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,True,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#443.0,Settings / 배경화면 및 스타일,23.Settings,448-449,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,True,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#444.0,Settings / 배경화면 및 스타일,23.Settings,450,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,True,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#445.0,Settings / 배경화면 및 스타일,23.Settings,451,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,True,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#446.0,Settings / 배경화면 및 스타일,23.Settings,452,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,True,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#447.0,Settings / 배경화면 및 스타일,23.Settings,453,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#448.0,Settings / 배경화면 및 스타일,23.Settings,454,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#449.0,Settings / 배경화면 및 스타일,23.Settings,455,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#450.0,Settings / 배경화면 및 스타일,23.Settings,456,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#452.0,Settings / 배경화면 및 스타일,23.Settings,458,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#453.0,Settings / 배경화면 및 스타일,23.Settings,459,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#454.0,Settings / 배경화면 및 스타일,23.Settings,460,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#455.0,Settings / 배경화면 및 스타일,23.Settings,461,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#456.0,Settings / 배경화면 및 스타일,23.Settings,462,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#457.0,Settings / 배경화면 및 스타일,23.Settings,463,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#458.0,Settings / 배경화면 및 스타일,23.Settings,464,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#459.0,Settings / 배경화면 및 스타일,23.Settings,465,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#460.0,Settings / 배경화면 및 스타일 - 다크 모드,23.Settings,466,배경화면 및 스타일,설정 > 배경화면 및 스타일 > 배경화면,2,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#461.0,Settings / 배경화면 및 스타일 - 다크 모드,23.Settings,467,배경화면 및 스타일,설정 > 배경화면 및 스타일 > 배경화면,2,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#462.0,Settings / 배경화면 및 스타일 - 앱 그리드,23.Settings,468,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,False,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_PRIORITY_MEDIUM
23.Settings#463.0,Settings / 배경화면 및 스타일 - 앱 그리드,23.Settings,469,테마 셋팅,설정 > 테마 셋팅,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '테마 셋팅',0.3,PROBE_DEFER_MUTATION
23.Settings#464.0,Settings / 배경화면 및 스타일 - 앱 그리드,23.Settings,470,테마 셋팅,설정 > 테마 셋팅,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '테마 셋팅',0.3,PROBE_DEFER_MUTATION
23.Settings#465.0,Settings / 배경화면 및 스타일 - 앱 그리드,23.Settings,471,테마 셋팅,설정 > 테마 셋팅,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '테마 셋팅',0.3,PROBE_DEFER_MUTATION
23.Settings#466.0,Settings / 배경화면 및 스타일 - 테마 선택,23.Settings,472,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,False,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_PRIORITY_MEDIUM
23.Settings#467.0,Settings / 배경화면 및 스타일 - 테마 선택,23.Settings,473,배경화면 및 스타일,설정 > 배경화면 및 스타일,1,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '배경화면 및 스타일',0.3,PROBE_DEFER_MUTATION
23.Settings#469.0,Settings / 홈 설정,23.Settings,478,홈 설정,설정 > 홈 설정 > 일반 모드 > 적용하기,3,MENU_NAVIGATION,no baseline deep-link for area; tap-navigation required,False,False,True,,MISSING,no baseline d1 screen for area '홈 설정',0.3,PROBE_DEFER_MUTATION
23.Settings#471.0,Settings / 접근성 - 다운로드한 앱,23.Settings,540,접근성,설정 > 접근성 > 다운로드한 앱,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#472.0,Settings / 접근성 - TalkBack,23.Settings,541,접근성,설정 > 접근성 > TalkBack,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#473.0,Settings / 접근성 - TalkBack,23.Settings,542,접근성,설정 > 접근성 > TalkBack double,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,PARTIAL,d1 screen in baseline; leaf not in single-pass observation (may exist deeper),0.4,PROBE_DEFER_MUTATION
23.Settings#475.0,Settings / 접근성 - TalkBack,23.Settings,544,접근성,설정 > 접근성 > TalkBack,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,True,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#477.0,Settings / 접근성 - TalkBack - 설정,23.Settings,546,접근성,설정 > 접근성 > TalkBack,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
23.Settings#478.0,Settings / 접근성 - 접근성 메뉴 - 설정,23.Settings,547,접근성,설정 > 접근성 > 접근성 메뉴,2,DEEPLINK_CANDIDATE,baseline launched android.settings.ACCESSIBILITY_SETTINGS (d1 candidate; leaf unconfirmed),False,False,False,settings_d1_accessibility,LEAF_LABEL_OBSERVED,"leaf label seen in d1 single-pass observation (label only, target not entered)",0.7,NO_ANCHOR_DEEPEN_NEEDED
